date_notice,company,workforce_area,event_number,naics,action_type,affected,date_effective,reason,12/16/2020,"Neovia Logistics Services, LLC Southaven (DeSoto)",Delta,RR-MS- 2020-0013,333999 – All Other Miscellaneous General Purpose Machinery Manufacturing,Layoff,80,01/31/2021,WARN – Layoff - change in ownership. RR – provided by email due to COVID - 19,blank_entry,city,county,_int_raw_fields,_int_accuracy,_int_pdf_filename,_int_page,_int_table_number,_int_data_items
07/01/2022,McKesson Corporation – Jackson Ridgeland (Madison),Southcentral MS Works,RR-MS- 2022- 0002,424210 – Drugs and Druggist’s Sundries Merchant Wholesalers,Layoff,31,No RR event - all employees have left this location,WARN – Due to the downturn in the economy.,,,,,,,,,,,,,"['07/01/2022', 'McKesson \nCorporation – \nJackson \nRidgeland \n(Madison)', 'Southcentral \nMS Works', 'RR-MS-\n2022-\n0002', '424210 – Drugs \nand Druggist’s \nSundries Merchant \nWholesalers', 'Layoff', '31', 'No RR \nevent - all \nemployees \nhave left this \nlocation', 'WARN –  Due to the \ndownturn in the \neconomy.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,1,1,9
7/1/2022,La-Z-Boy South Newton (Newton),Twin District,RR-MS- 2022- 0003,337125 – Household Furniture (except wood and Metal) Manufacturing,Closure,178,08/24/2022,WARN –Permanently closing. Due to the downturn in the economy,,,,,,,,,,,,,"['7/1/2022', 'La-Z-Boy South \nNewton (Newton)', 'Twin District', 'RR-MS-\n2022-\n0003', '337125 – \nHousehold \nFurniture (except \nwood and Metal) \nManufacturing', 'Closure', '178', '08/24/2022', 'WARN –Permanently \nclosing. Due to the \ndownturn in the economy']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,1,1,9
7/25/2022,Jefferson County Hospital Fayette (Jefferson),Southcentral MS Works,RR-MS- 2022- 0004,622100- General Medical and Surgical Hospitals,Layoff,8,08/01/2022,Non-WARN – Due to the economy.,,,,,,,,,,,,,"['7/25/2022', 'Jefferson County \nHospital \nFayette (Jefferson)', 'Southcentral \nMS Works', 'RR-MS-\n2022-\n0004', '622100- General \nMedical and \nSurgical Hospitals', 'Layoff', '8', '08/01/2022', 'Non-WARN – Due to the \neconomy.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,1,1,9
04/2022,"New Dairy Alabama, LLC Hattiesburg (Forrest)",Twin District,RR-MS- 2022- 0005,311511- Fluid Milk Manufacturing,Closure,236,10/02/2022,WARN- Permanently closing. Due to the downturn in the economy.,,,,,,,,,,,,,"['04/2022', 'New Dairy \nAlabama, LLC \nHattiesburg \n(Forrest)', 'Twin District', 'RR-MS-\n2022-\n0005', '311511- Fluid \nMilk \nManufacturing', 'Closure', '236', '10/02/2022', 'WARN- Permanently \nclosing. Due to the \ndownturn in the \neconomy.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/16/2022,Tyson Foods Vicksburg (Warren),Southcentral MS Works,RR-MS- 2022- 0006,424470 – Meat and Meat Product Merchant Wholesales,Layoff,60,Management Canceled,Non-WARN – Temporarily laying off personnel to rebuild line.,,,,,,,,,,,,,"['08/16/2022', 'Tyson Foods \nVicksburg \n(Warren)', 'Southcentral \nMS Works', 'RR-MS-\n2022-\n0006', '424470 – Meat \nand Meat Product \nMerchant \nWholesales', 'Layoff', '60', 'Management \nCanceled', 'Non-WARN – \nTemporarily laying off \npersonnel to rebuild line.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/08/2022,NewCo3 Batesville (Panola),Delta,RR-MS- 2022- 0007,326199 –All Other Plastics Products Manufacturing,Closure,19,Declined RR event,"Non-WARN - Due to loss the of business, eliminating product line, and moving a percentage of their business to Asia,",,,,,,,,,,,,,"['08/08/2022', 'NewCo3 \nBatesville (Panola)', 'Delta', 'RR-MS-\n2022-\n0007', '326199 –All Other \nPlastics Products \nManufacturing', 'Closure', '19', 'Declined RR \nevent', 'Non-WARN - Due to \nloss the of business, \neliminating product line, \nand moving a percentage \nof their business to Asia,']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/17/2022,Emilia DeKalb (Kemper),Twin District,RR-MS- 2022- 0008,325514- Pharmaceutical Preparations Manufacturing,Closure,90,08/25/2022,Non-WARN- Due to the downturn in the economy.,,,,,,,,,,,,,"['08/17/2022', 'Emilia \nDeKalb (Kemper)', 'Twin District', 'RR-MS-\n2022-\n0008', '325514- \nPharmaceutical \nPreparations \nManufacturing', 'Closure', '90', '08/25/2022', 'Non-WARN- Due to the \ndownturn in the \neconomy.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/09/2022,Hood Industries Beaumont (Perry),Twin District,RR-MS- 2022- 0009,324122 – Asphalt Shingle and Coating Materials Manufacturing,Closure,223,08/26/2022,WARN- Damage due to a tornado that struck the mill.,,,,,,,,,,,,,"['08/09/2022', 'Hood Industries \nBeaumont (Perry)', 'Twin District', 'RR-MS-\n2022-\n0009', '324122 – Asphalt \nShingle and \nCoating Materials \nManufacturing', 'Closure', '223', '08/26/2022', 'WARN- Damage due to \na tornado that struck the \nmill.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/29/2022,Corsicana Mattress Company Olive Branch (DeSoto),MS Partnership,RR-MS- 2022- 0010,337910- Mattress Manufacturing,Closure,52,RR-pending,WARN-Due to decrease in sales.,,,,,,,,,,,,,"['08/29/2022', 'Corsicana Mattress \nCompany \nOlive Branch \n(DeSoto)', 'MS \nPartnership', 'RR-MS-\n2022-\n0010', '337910- Mattress \nManufacturing', 'Closure', '52', 'RR-pending', 'WARN-Due to decrease \nin sales.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,2,1,9
08/18/2022,Kindthread/Landau Uniforms Olive Branch (DeSoto),MS Partnership,RR-MS- 2022- 0011,315990 – Apparel Accessories and Other Apparel Manufacturing,Closure,75,09/20/2022,WARN- Due to employment losses related to buyout.,,,,,,,,,,,,,"['08/18/2022', 'Kindthread/Landau \nUniforms \nOlive Branch \n(DeSoto)', 'MS \nPartnership', 'RR-MS-\n2022-\n0011', '315990 – Apparel \nAccessories and \nOther Apparel \nManufacturing', 'Closure', '75', '09/20/2022', 'WARN-  Due to \nemployment losses \nrelated to buyout.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,3,1,9
09/06/2022,VanLeigh RV Burnsville (Tishomingo),MS Partnership,RR-MS- 2022- 0012,336214- Travel Trailer and Camper Manufacturing,Layoff,43,09/22/2022,Non-WARN- Due to Decrease in Sales.,,,,,,,,,,,,,"['09/06/2022', 'VanLeigh RV \nBurnsville \n(Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-\n0012', '336214- Travel \nTrailer and \nCamper \nManufacturing', 'Layoff', '43', '09/22/2022', 'Non-WARN- Due to \nDecrease in Sales.']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,3,1,9
09/15/2022,Tiffin Motorhomes Belmont (Tishomingo),MS Partnership,RR-MS- 2022- 0013,441210 – Recreational Vehicle Dealers,Layoff,25,09/2/2022,Non-WARN – Due to decrease in sales,,,,,,,,,,,,,"['09/15/2022', 'Tiffin Motorhomes \nBelmont \n(Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-\n0013', '441210 – \nRecreational \nVehicle Dealers', 'Layoff', '25', '09/2/2022', 'Non-WARN – Due to \ndecrease in sales']",100.0,warn-py2022-quarter-1-july-sept-2022.pdf,3,1,9
9/29/2022,"Aluminum Extrusions, Inc. (AEI) Senatobia (Tate)",MS Partnership,RR-MS- 2022- 0014,"331318 – Other Aluminum Rolling, Drawing, and Extruding",Closure,6,9/20/2022,WARN – Due to plant closure.,,,,,,,,,,,,,"['9/29/2022', 'Aluminum Extrusions, \nInc. (AEI) \nSenatobia (Tate)', 'MS \nPartnership', 'RR-MS-\n2022-\n0014', '331318 – Other \nAluminum Rolling, \nDrawing, and \nExtruding', 'Closure', '6', '9/20/2022', 'WARN – Due to \nplant closure.']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
10/5/2022,"Greenwood Leflore Hospital Greenwood, (Leflore)",Delta,RR-MS- 2022- 0015,62211 –General Medical and Surgical Hospital,Layoff,600,12-1-2022,WARN – Due to their contract not being renewed,,,,,,,,,,,,,"['10/5/2022', 'Greenwood Leflore \nHospital \nGreenwood, (Leflore)', 'Delta', 'RR-MS-\n2022-\n0015', '62211 –General \nMedical and Surgical \nHospital', 'Layoff', '600', '12-1-2022', 'WARN – Due to \ntheir contract not \nbeing renewed']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
11/07/2022,"GXO Logistics Supply Chain, Inc. Olive Branch (DeSoto)",MS. Partnership,RR-MS- 2022- 0016,488510 – Freight Transportation Arrangement,Closure,165,3/31/2023,"WARN – permanent closure, due to business decision.",,,,,,,,,,,,,"['11/07/2022', 'GXO Logistics Supply \nChain, Inc. \nOlive Branch (DeSoto)', 'MS. \nPartnership', 'RR-MS-\n2022-\n0016', '488510 – Freight \nTransportation \nArrangement', 'Closure', '165', '3/31/2023', 'WARN – permanent \nclosure, due to \nbusiness decision.']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
11/14/2022,Region One Mental Health Center Clarksdale (Coahoma),Delta,RR-MS- 2022- 0017,621420 – Outpatient Mental Health and Substance Abuse Centers,Closure,142,1/31/2023,WARN – Closed due to a buyout and financial issues.,,,,,,,,,,,,,"['11/14/2022', 'Region One Mental \nHealth Center \nClarksdale (Coahoma)', 'Delta', 'RR-MS-\n2022-\n0017', '621420 – Outpatient \nMental Health and \nSubstance Abuse \nCenters', 'Closure', '142', '1/31/2023', 'WARN – Closed due \nto a buyout and \nfinancial issues.']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
11/21/2022,Tiffin Motorhomes Belmont (Tishomingo),MS Partnership,RR-MS- 2022- 0018,441210 – Recreational Vehicle Dealers,Layoffs,50,12/1/2022,Non-WARN- Due to a shortage of parts and supplies.,,,,,,,,,,,,,"['11/21/2022', 'Tiffin Motorhomes \nBelmont (Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-\n0018', '441210 – Recreational \nVehicle Dealers', 'Layoffs', '50', '12/1/2022', 'Non-WARN- Due to \na shortage of parts \nand supplies.']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
11/21/2022,United Furniture Amory (Monroe),MS Partnership,RR-MS- 2022- 0019,44211 – Furniture Store,Closure,"1,000",11/21/2022,WARN – Due to unforeseen business circumstances,,,,,,,,,,,,,"['11/21/2022', 'United Furniture \nAmory (Monroe)', 'MS \nPartnership', 'RR-MS-\n2022-\n0019', '44211 – Furniture \nStore', 'Closure', '1,000', '11/21/2022', 'WARN – Due to \nunforeseen business \ncircumstances']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
12/12/22,Magnolia Processing DBA Pride of the Pond Tunica ( Tunica),Delta,RR-MS- 2022- 0020,424460 – Fish and food Merchant Wholesalers,Layoff,57,12/6/2022,WARN- Temporary layoff due to the economy.,,,,,,,,,,,,,"['12/12/22', 'Magnolia Processing \nDBA Pride of the Pond \nTunica ( Tunica)', 'Delta', 'RR-MS-\n2022-\n0020', '424460 – Fish and \nfood Merchant \nWholesalers', 'Layoff', '57', '12/6/2022', 'WARN- Temporary \nlayoff due to the \neconomy.']",100.0,warn-py2022-quarter-2-oct-dec-2022.pdf,1,1,9
1/3/2023,Motus Integrated Technologies Columbus (Lowndes),MS Partnership,RR-MS- 2022-0021,314999 – All Other Miscellaneous Textile Product Mills,Closure,52,02/23/2023,WARN- Due to decision to consolidate business into other companies locations.,,,,,,,,,,,,,"['1/3/2023', 'Motus Integrated \nTechnologies \nColumbus (Lowndes)', 'MS \nPartnership', 'RR-MS-\n2022-0021', '314999 – All Other \nMiscellaneous \nTextile Product \nMills', 'Closure', '52', '02/23/2023', 'WARN- Due to \ndecision to consolidate \nbusiness into other \ncompanies locations.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
1/9/2023,"Tri State Profile, LLC Iuka (Tishomingo)",MS Partnership,RR-MS- 2022-0022,337110 – Wood Kitchen Cabinet and Countertop Manufacturing,Layoff,37,01/25/2023,Non-WARN- Due to a suppliers “unannounced “ shutdown.,,,,,,,,,,,,,"['1/9/2023', 'Tri State Profile, LLC \nIuka (Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-0022', '337110 – Wood \nKitchen Cabinet \nand Countertop \nManufacturing', 'Layoff', '37', '01/25/2023', 'Non-WARN- Due to a \nsuppliers \n“unannounced “ \nshutdown.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
2/13/2013,Milwaukee Tool Clinton (Hinds),Southcentral MS Works,RR-MS- 2022-0023,333991 – Power Driven Hand tool Manufacturing,Closure,150,03/30/2023,WARN –Due to operations being relocated to other facilities.,,,,,,,,,,,,,"['2/13/2013', 'Milwaukee Tool \nClinton (Hinds)', 'Southcentral \nMS Works', 'RR-MS-\n2022-0023', '333991 – Power \nDriven Hand tool \nManufacturing', 'Closure', '150', '03/30/2023', 'WARN –Due to  \noperations being \nrelocated to other \nfacilities.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
03/01/2023,NCFI Polyurethane/Sleepmade Columbus (Lowndes),MS Partnership,RR-MS- 2022-0024,32650 – Urethane and Other Foam Product (except polystyrene) Manufacturing,Layoff,6,03/14/2023,Non-WARN- Due to downturn in business.,,,,,,,,,,,,,"['03/01/2023', 'NCFI \nPolyurethane/Sleepmade \nColumbus (Lowndes)', 'MS \nPartnership', 'RR-MS-\n2022-0024', '32650 – Urethane \nand Other Foam \nProduct (except \npolystyrene) \nManufacturing', 'Layoff', '6', '03/14/2023', 'Non-WARN- Due to \ndownturn in business.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
03/06/2023,Tiffin Motorhomes Belmont (Tishomingo),MS Partnership,RR-MS- 2022-0025,441210- Recreational Vehicle Dealers,Layoff,41,03/31/2023,Non-WARN-Due to decrease in sales.,,,,,,,,,,,,,"['03/06/2023', 'Tiffin Motorhomes \nBelmont (Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-0025', '441210-\nRecreational \nVehicle Dealers', 'Layoff', '41', '03/31/2023', 'Non-WARN-Due to \ndecrease in sales.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
3/23/2023 Alliance Healthcare,System Holly Springs (Marshall),MS Partnership,RR-MS- 2022-0026,621111 – Offices of Physicians (Except Mental Health Specialists),Layoff,100,03/27/2023,Non-WARN – Due to financial circumstances beyond their control.,,,,,,,,,,,,,"['3/23/2023  Alliance Healthcare', 'System \nHolly Springs (Marshall)', 'MS \nPartnership', 'RR-MS-\n2022-0026', '621111 – Offices \nof Physicians \n(Except Mental \nHealth Specialists)', 'Layoff', '100', '03/27/2023', 'Non-WARN – Due to \nfinancial \ncircumstances beyond \ntheir control.']",99.47,warn-py2022-quarter-3-jan-mar-2023.pdf,1,1,9
03/23/2023 Sun Air Products,Belmont (Tishomingo),MS Partnership,RR-MS- 2022-0027,332999- - All Other Miscellaneous Fabricated Metal Product Manufacturing,Layoff,50,03/27/2023,Non-WARN – Due to main customer layoffs it has caused work load to be unstable.,,,,,,,,,,,,,"['03/23/2023  Sun Air Products', 'Belmont (Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2022-0027', '332999- - All \nOther \nMiscellaneous \nFabricated Metal \nProduct \nManufacturing', 'Layoff', '50', '03/27/2023', 'Non-WARN – Due to \nmain customer layoffs \nit has caused work load \nto be unstable.']",96.79,warn-py2022-quarter-3-jan-mar-2023.pdf,2,1,9
03/20/2023 GXO Logistics Supply,"Chain, Inc. Horn Lake (DeSoto)",MS Partnership,RR-MS- 2022-0028,488510 – Freight Transportation Arrangement,Closure,248,,05/16/2023 WARN – On behalf of a client will cease operations.,,,,,,,,,,,,,"['03/20/2023  GXO Logistics Supply', 'Chain, Inc. \nHorn Lake (DeSoto)', 'MS \nPartnership', 'RR-MS-\n2022-0028', '488510 – Freight \nTransportation \nArrangement', 'Closure', '248', '', '05/16/2023  WARN – On behalf  \nof a client will cease \noperations.']",96.79,warn-py2022-quarter-3-jan-mar-2023.pdf,2,1,8
4/7/2023,Advanced Distributor Products Grenada (Grenada),MS Partnership,RR-MS- 2022- 0029,333415 – Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Layoff,67,4/12/2023,Non-WARN – Due to the downturn in the economy.,,,,,,,,,,,,,"['4/7/2023', 'Advanced \nDistributor Products \nGrenada (Grenada)', 'MS \nPartnership', 'RR-MS-\n2022-\n0029', '333415 – Air-Conditioning \nand Warm Air Heating \nEquipment and \nCommercial and Industrial \nRefrigeration Equipment \nManufacturing', 'Layoff', '67', '4/12/2023', 'Non-WARN – Due \nto the downturn in \nthe economy.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
4/14/2023,NauticStar Boats Amory (Monroe),MS Partnership,RR-MS- 2022- 0030,441222 – Boat Dealers,Layoff,92,4/14/2023,"WARN – Due to Natural Disaster (tornado) on March 24, 2023.",,,,,,,,,,,,,"['4/14/2023', 'NauticStar Boats \nAmory (Monroe)', 'MS \nPartnership', 'RR-MS-\n2022-\n0030', '441222 – Boat Dealers', 'Layoff', '92', '4/14/2023', 'WARN – Due to \nNatural Disaster \n(tornado) on March \n24, 2023.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
04/10/2023,Valeo Madison (Madison),Southcentral MSWORKS,RR-MS- 2022- 0031,336390- Other Motor Vehicle Parts Manufacturing,Closure,20,4/19/2023,Non-WARN – Parts that are made will become obsolete.,,,,,,,,,,,,,"['04/10/2023', 'Valeo \nMadison (Madison)', 'Southcentral \nMSWORKS', 'RR-MS-\n2022-\n0031', '336390- Other Motor \nVehicle Parts \nManufacturing', 'Closure', '20', '4/19/2023', 'Non-WARN – Parts \nthat are made will \nbecome obsolete.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
5/10/2023,"Jimco Lamp and Manufacturing, LLC Southaven (DeSoto)",MS Partnership,RR-MS- 2022- 0032,442299 – All others Home Furnishings Stores,Closure,53,6/21/20023,WARN- Due to unforeseen business circumstances.,,,,,,,,,,,,,"['5/10/2023', 'Jimco Lamp and \nManufacturing, \nLLC \nSouthaven (DeSoto)', 'MS \nPartnership', 'RR-MS-\n2022-\n0032', '442299 – All others Home \nFurnishings Stores', 'Closure', '53', '6/21/20023', 'WARN- Due to \nunforeseen business \ncircumstances.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
5/31/2023,Aerospace Corp DBA ASR- Pioneer Columbia (Marion),Twin District,RR-MS- 2022- 0033,33641 – Aerospace Product and Parts Manufacturing – Aircraft Manufacturing,Closure,96,6/7/2023,WARN- Due to financial difficulty.,,,,,,,,,,,,,"['5/31/2023', 'Aerospace Corp \nDBA ASR- Pioneer \nColumbia (Marion)', 'Twin \nDistrict', 'RR-MS-\n2022-\n0033', '33641 – Aerospace \nProduct and Parts \nManufacturing – Aircraft \nManufacturing', 'Closure', '96', '6/7/2023', 'WARN- Due to \nfinancial difficulty.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
6/6/2023,Advanced Distributor Products Grenada (Grenada),MS Partnership,RR-MS- 2022- 0034,33415 - Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,Layoff,38,6/ 9/2023,Non-WARN – Due to the downturn in the economy.,,,,,,,,,,,,,"['6/6/2023', 'Advanced \nDistributor Products \nGrenada (Grenada)', 'MS \nPartnership', 'RR-MS-\n2022-\n0034', '33415 - Air-Conditioning \nand Warm Air Heating \nEquipment and \nCommercial and Industrial \nRefrigeration Equipment \nManufacturing', 'Layoff', '38', '6/ 9/2023', 'Non-WARN – Due \nto the downturn in \nthe economy.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,1,1,9
06/08/2022,Federal Express Corporation Richland (Rankin),Southcentral MS Works,RR-MS- 2022- 0035,"484121 – General Freight Trucking, Long-Distance Truckload",Closure,77,9/4/2023,WARN – Consolidated its operations.,,,,,,,,,,,,,"['06/08/2022', 'Federal Express \nCorporation \nRichland (Rankin)', 'Southcentral \nMS Works', 'RR-MS-\n2022-\n0035', '484121 – General Freight \nTrucking, Long-Distance \nTruckload', 'Closure', '77', '9/4/2023', 'WARN – \nConsolidated its \noperations.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,2,1,9
06/09/2023,Vectrus System Corporation/Keesler Base Services Biloxi (Harrison),Twin District,RR-MS- 2022- 0036,541330- Engineering Services,Layoff,191,7/31/ 2023,WARN –Due to loss of contract.,,,,,,,,,,,,,"['06/09/2023', 'Vectrus System \nCorporation/Keesler \nBase Services \nBiloxi (Harrison)', 'Twin \nDistrict', 'RR-MS-\n2022-\n0036', '541330- Engineering \nServices', 'Layoff', '191', '7/31/ 2023', 'WARN –Due to loss \nof contract.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,2,1,9
6/21/2023,Roseburg Forest Products Taylorsville (Smith),Twin District,RR-MS- 2022- 0037,321212 – Softwood Veneer and Plywood Manufacturing,Closure,101,8/21/2023,WARN – Due to the downturn in the economy.,,,,,,,,,,,,,"['6/21/2023', 'Roseburg Forest \nProducts \nTaylorsville (Smith)', 'Twin \nDistrict', 'RR-MS-\n2022-\n0037', '321212 – Softwood Veneer \nand Plywood \nManufacturing', 'Closure', '101', '8/21/2023', 'WARN – Due to the \ndownturn in the \neconomy.']",100.0,warn-py2022-quarter-4-april-june-2023.pdf,2,1,9
7/26/2023,International Converter Iuka (Tishomingo),MS Partnership,RR-MS- 2023- 0001,561910 – Packaging and labeling Services,Closure,38,08/08/2023,Non-WARN – Due to economic downturn.,,,,,,,,,,,,,"['7/26/2023', 'International \nConverter \nIuka (Tishomingo)', 'MS \nPartnership', 'RR-MS-\n2023-\n0001', '561910 – Packaging \nand labeling Services', 'Closure', '38', '08/08/2023', 'Non-WARN – Due \nto economic \ndownturn.']",100.0,warn-py2023-qtr-1-july-sept-2023.pdf,1,1,9
7/23/2023,"Alan Ritchey, Inc. Southaven (DeSoto)",MS Partnership,RR-MS- 2023- 0002,"484120 – General Freight Trucking, Long Distance",Closure,191,09/13/2023,WARN – Due to a contract not being renewed.,,,,,,,,,,,,,"['7/23/2023', 'Alan Ritchey, Inc. \nSouthaven \n(DeSoto)', 'MS \nPartnership', 'RR-MS- \n2023-\n0002', '484120 – General \nFreight Trucking, Long \nDistance', 'Closure', '191', '09/13/2023', 'WARN – Due to a \ncontract not being \nrenewed.']",100.0,warn-py2023-qtr-1-july-sept-2023.pdf,1,1,9
8/3/2023,YRC Worldwide (Yellow Corp.) Richland (Rankin),Southcentral MS Works,RR-MS- 2023- 0003,484121 – General Freight Trucking Long Distance Truckload,Closure,436,08/31/2023 09/01/2023,WARN- Pending Bankruptcy,,,,,,,,,,,,,"['8/3/2023', 'YRC Worldwide \n(Yellow Corp.) \nRichland (Rankin)', 'Southcentral \nMS Works', 'RR-MS-\n2023-\n0003', '484121 – General \nFreight Trucking Long \nDistance Truckload', 'Closure', '436', '08/31/2023 \n09/01/2023', 'WARN-  Pending \nBankruptcy']",100.0,warn-py2023-qtr-1-july-sept-2023.pdf,1,1,9
8/29/2023,"Kuehne + Nagel, Inc. Southaven (DeSoto)",MS Partnership,RR-MS- 2023- 0004,"484122- General Freight Trucking, Long Distance-Less than Truckload",Layoff,110,8/31/2023,WARN – Due to a contract not being renewed.,,,,,,,,,,,,,"['8/29/2023', 'Kuehne + Nagel, \nInc. \nSouthaven \n(DeSoto)', 'MS \nPartnership', 'RR-MS-\n2023-\n0004', '484122- General \nFreight Trucking, Long \nDistance-Less than \nTruckload', 'Layoff', '110', '8/31/2023', 'WARN – Due to a \ncontract not being \nrenewed.']",100.0,warn-py2023-qtr-1-july-sept-2023.pdf,1,1,9
07/25/2023,Associated Wholesale Grocers Southaven (DeSoto),MS Partnership,RR-MS- 2023- 0005,424410 – General Line Grocer Merchant Wholesalers,Closure,70,9/14/2023,"WARN – Relocating Operations to Hernando, MS",,,,,,,,,,,,,"['07/25/2023', 'Associated \nWholesale Grocers \nSouthaven \n(DeSoto)', 'MS \nPartnership', 'RR-MS-\n2023-\n0005', '424410 – General Line \nGrocer Merchant \nWholesalers', 'Closure', '70', '9/14/2023', 'WARN – Relocating \nOperations to \nHernando, MS']",100.0,warn-py2023-qtr-1-july-sept-2023.pdf,1,1,9
10/09/2023,"Attala Steel, Inc. Kosciusko (Attala)",MS Partnership,RR-MS- 2023-0006,331110 – Iron and Steel Mills and Ferroalloy Manufacturing.,Layoff,83,10/5/2023,WARN – Due to insufficient customers’ orders to work at full capacity.,,,,,,,,,,,,,"['10/09/2023', 'Attala Steel, Inc. \nKosciusko (Attala)', 'MS \nPartnership', 'RR-MS- \n2023-0006', '331110 – Iron and \nSteel Mills and \nFerroalloy \nManufacturing.', 'Layoff', '83', '10/5/2023', 'WARN – Due to  \ninsufficient customers’ orders \nto work at full capacity.']",100.0,warn-py2023-qtr-2-oct-dec-2023.pdf,1,1,9
10/16/2023,Navistar Defense West Point (Clay),MS Partnership,RR-MS- 2023-0007,336992 – Military Armored Vehicle and Tank Component Manufacturing,Layoff,91,11/30/2023,WARN - Due to unforeseeable business circumstances.,,,,,,,,,,,,,"['10/16/2023', 'Navistar Defense \nWest Point (Clay)', 'MS \nPartnership', 'RR-MS- \n2023-0007', '336992 – Military \nArmored  \nVehicle and Tank  \nComponent \nManufacturing', 'Layoff', '91', '11/30/2023', 'WARN -  Due to \nunforeseeable business \ncircumstances.']",100.0,warn-py2023-qtr-2-oct-dec-2023.pdf,1,1,9
10/16/2023,Navistar Defense West Point (Clay),MS Partnership,RR-MS- 2023-0008,336992 – Military Armored Vehicle and Tank Component Manufacturing,Layoff,118,10/26/2023,WARN - Due to unforeseeable business circumstances.,,,,,,,,,,,,,"['10/16/2023', 'Navistar Defense \nWest Point (Clay)', 'MS \nPartnership', 'RR-MS-  \n2023-0008', '336992 – Military \nArmored  \nVehicle and Tank  \nComponent \nManufacturing', 'Layoff', '118', '10/26/2023', 'WARN -  Due to \nunforeseeable business \ncircumstances.']",100.0,warn-py2023-qtr-2-oct-dec-2023.pdf,1,1,9
10/17/2023,"Rollins Moving Storage, Inc. West Point ( Clay)",MS Partnership,RR-MS- 2023-0009,484210 – Uses Household and office Goods Moving,Layoff,21,10/26/2023,Non-WARN – Due t a reduction of orders from commercial Contracts.,,,,,,,,,,,,,"['10/17/2023', 'Rollins Moving \nStorage, \nInc. \nWest Point ( Clay)', 'MS \nPartnership', 'RR-MS- \n2023-0009', '484210 – Uses \nHousehold and office \nGoods Moving', 'Layoff', '21', '10/26/2023', 'Non-WARN – Due t a  \nreduction of orders from \ncommercial Contracts.']",100.0,warn-py2023-qtr-2-oct-dec-2023.pdf,1,1,9
10/31/2023,FedEx Supply Chain Olive Branch (DeSoto),MS Partnership,RR-MS- 2023-0010,"484121 – General Freight Trucking, Long Distance, Truckload",Closure,169,12/29/2023,WARN – Due to transition its business to another provider in another location.,,,,,,,,,,,,,"['10/31/2023', 'FedEx Supply \nChain Olive \nBranch (DeSoto)', 'MS \nPartnership', 'RR-MS-  \n2023-0010', '484121 – General \nFreight  \nTrucking, Long \nDistance,  \nTruckload', 'Closure', '169', '12/29/2023', 'WARN – Due to transition its \nbusiness to another provider \nin another location.']",100.0,warn-py2023-qtr-2-oct-dec-2023.pdf,1,1,9
